         3705887 function calls (3631411 primitive calls) in 20.624 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 image.py:189(<listcomp>)
        1    0.000    0.000    0.000    0.000 image.py:712(AxesImage)
        1    0.000    0.000    0.000    0.000 image.py:836(NonUniformImage)
        1    0.000    0.000    0.000    0.000 gridspec.py:31(GridSpecBase)
        1    0.000    0.000    0.000    0.000 gridspec.py:322(GridSpecFromSubplotSpec)
        1    0.000    0.000    0.000    0.000 model.py:290(__init__)
        1    0.000    0.000    0.000    0.000 backend_tools.py:197(SetCursorBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:338(ToolEnableAllNavigation)
        1    0.000    0.000    0.000    0.000 backend_tools.py:421(ToolYScale)
        1    0.000    0.000    0.000    0.000 backend_tools.py:431(ToolXScale)
        1    0.000    0.000    0.000    0.000 backend_tools.py:569(ToolBack)
        1    0.000    0.000    0.000    0.000 mathtext.py:2533(State)
        1    0.000    0.000    0.000    0.000 mathtext.py:396(Fonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:958(StixFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:2397(<listcomp>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3201(ToolContainerBase)
        1    0.000    0.000    0.000    0.000 widgets.py:264(Slider)
        1    0.000    0.000    0.000    0.000 ticker.py:1245(Locator)
       10    0.000    0.000    0.000    0.000 ticker.py:224(get_tick_space)
        1    0.000    0.000    0.000    0.000 collections.py:1108(LineCollection)
        1    0.000    0.000    0.000    0.000 transforms.py:1060(TransformedBbox)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.000    0.000 ssl.py:349(_ASN1Object)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        1    0.000    0.000    0.000    0.000 client.py:1355(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 request.py:910(HTTPPasswordMgrWithPriorAuth)
        1    0.000    0.000    0.000    0.000 request.py:1051(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1367(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 colors.py:281(ColorConverter)
        1    0.000    0.000    0.000    0.000 colors.py:402(Colormap)
        1    0.000    0.000    0.000    0.000 colors.py:898(LogNorm)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1752(Keyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2396(ParseExpression)
        4    0.000    0.000    0.000    0.000 rcsetup.py:202(validate_dpi)
        4    0.000    0.000    0.000    0.000 rcsetup.py:429(validate_aspect)
        2    0.000    0.000    0.000    0.000 cbook.py:1677(__init__)
        1    0.000    0.000    0.000    0.000 gzip.py:377(_GzipReader)
        1    0.000    0.000    0.000    0.000 cbook.py:974(Null)
        2    0.000    0.000    0.000    0.000 __init__.py:285(set_level)
        1    0.000    0.000    0.000    0.000 __init__.py:296(set_fileo)
        1    0.000    0.000    0.000    0.000 core.py:6305(__init__)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:177(_ndptr)
        1    0.000    0.000    0.000    0.000 helper.py:230(_FFTCache)
        1    0.000    0.000    0.000    0.000 patches.py:3765(Simple)
        4    0.000    0.000    0.000    0.000 backend_bases.py:110(register_backend)
        1    0.000    0.000    0.000    0.000 text.py:1667(OffsetFrom)
        1    0.000    0.000    0.000    0.000 patches.py:1860(_Style)
        1    0.000    0.000    0.000    0.000 patches.py:3193(_Base)
        1    0.000    0.000    0.000    0.000 tempfile.py:416(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 utils.py:1605(WarningMessage)
        1    0.000    0.000    0.000    0.000 argparse.py:1220(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 loader.py:76(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:683(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:87(_RLock)
        1    0.000    0.000    0.000    0.000 threading.py:1188(_MainThread)
       10    0.000    0.000    0.000    0.000 case.py:1307(_deprecate)
        1    0.000    0.000    0.000    0.000 getlimits.py:25(finfo)
        5    0.000    0.000    0.000    0.000 datetime.py:45(_days_in_month)
        3    0.000    0.000    0.000    0.000 datetime.py:1972(_create)
        3    0.000    0.000    0.000    0.000 __init__.py:477(CFunctionType)
        1    0.000    0.000    0.000    0.000 _import_tools.py:9(PackageLoader)
        1    0.000    0.000    0.000    0.000 _version.py:18(NumpyVersion)
        3    0.000    0.000    0.000    0.000 __init__.py:99(CFunctionType)
        1    0.000    0.000    0.000    0.000 {built-in method setFocus}
        1    0.000    0.000    0.000    0.000 {built-in method setFocusPolicy}
        1    0.000    0.000    0.000    0.000 backend_qt5.py:187(TimerQT)
        1    0.000    0.000    0.000    0.000 formlayout.py:109(ColorLayout)
        1    0.000    0.000    0.000    0.000 formlayout.py:400(FormDialog)
        1    0.000    0.000    0.000    0.000 geo.py:337(HammerTransform)
        1    0.000    0.000    0.000    0.000 geo.py:517(LambertTransform)
        1    0.000    0.000    0.000    0.000 polar.py:116(InvertedPolarTransform)
        1    0.000    0.000    0.000    0.000 scale.py:469(LogitScale)
        1    0.000    0.000    0.000    0.000 axis.py:354(XTick)
        1    0.000    0.000    0.000    0.000 axis.py:488(YTick)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:241(LinearTriInterpolator)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1028(_DOF_estimator)
        1    0.000    0.000    0.000    0.000 legend_handler.py:501(HandlerStem)
        1    0.000    0.000    0.000    0.000 streamplot.py:219(DomainMap)
        6    0.000    0.000    0.000    0.000 _common.py:12(tzname_in_python2)
        1    0.000    0.000    0.000    0.000 units.py:121(__init__)
        1    0.000    0.000    0.000    0.000 rrule.py:1084(_iterinfo)
        1    0.000    0.000    0.000    0.000 model.py:25(BaseTypeByIdentity)
        1    0.000    0.000    0.000    0.000 model.py:72(BaseType)
        1    0.000    0.000    0.000    0.000 backend_tools.py:136(ToolToggleBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:578(ToolForward)
        1    0.000    0.000    0.000    0.000 backend_tools.py:594(SaveFigureBase)
        1    0.000    0.000    0.000    0.000 __init__.py:14(<module>)
        1    0.000    0.000    0.000    0.000 mathtext.py:554(TruetypeFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:1434(Vbox)
        1    0.000    0.000    0.000    0.000 mathtext.py:1448(Char)
        1    0.000    0.000    0.000    0.000 mathtext.py:1838(Glue)
        1    0.000    0.000    0.000    0.000 mathtext.py:1871(GlueSpec)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1406(LocationEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1511(MouseEvent)
        1    0.000    0.000    0.000    0.000 widgets.py:2057(EllipseSelector)
        1    0.000    0.000    0.000    0.000 ticker.py:790(LogFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1147(EngFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1859(LogLocator)
        1    0.000    0.000    0.000    0.000 font_manager.py:367(FontEntry)
        1    0.000    0.000    0.000    0.000 csv.py:24(Dialect)
        1    0.000    0.000    0.000    0.000 mlab.py:1586(PCA)
        1    0.000    0.000    0.000    0.000 transforms.py:2409(CompositeAffine2D)
        1    0.000    0.000    0.000    0.000 docstring.py:11(Substitution)
        1    0.000    0.000    0.000    0.000 colorbar.py:886(Colorbar)
        1    0.000    0.000    0.000    0.000 decoder.py:253(JSONDecoder)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2142(IPv6Network)
        1    0.000    0.000    0.000    0.000 calendar.py:377(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 ssl.py:154(<dictcomp>)
        1    0.000    0.000    0.000    0.000 calendar.py:135(__init__)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 request.py:836(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 request.py:1225(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1559(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 colors.py:775(Normalize)
        1    0.000    0.000    0.000    0.000 colors.py:969(SymLogNorm)
        4    0.000    0.000    0.000    0.000 pyparsing.py:257(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1808(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2782(ParseElementEnhance)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3100(Forward)
        1    0.000    0.000    0.000    0.000 selectors.py:205(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:394(EpollSelector)
        1    0.000    0.000    0.000    0.000 rcsetup.py:54(ValidateInStrings)
        4    0.000    0.000    0.000    0.000 rcsetup.py:165(validate_float_or_None)
        4    0.000    0.000    0.000    0.000 rcsetup.py:221(validate_int_or_None)
        1    0.000    0.000    0.000    0.000 pyparsing.py:166(ParseBaseException)
        1    0.000    0.000    0.000    0.000 cbook.py:336(_BoundMethodProxy)
        1    0.000    0.000    0.000    0.000 cbook.py:650(Bunch)
        1    0.000    0.000    0.000    0.000 dis.py:416(Bytecode)
        1    0.000    0.000    0.000    0.000 __init__.py:1314(rc_context)
        1    0.000    0.000    0.000    0.000 six.py:164(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 core.py:170(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:172(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:6291(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:777(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 random.py:663(SystemRandom)
        3    0.000    0.000    0.000    0.000 utils.py:52(_set_function_name)
        1    0.000    0.000    0.000    0.000 nosetester.py:110(NoseTester)
        1    0.000    0.000    0.000    0.000 argparse.py:676(MetavarTypeHelpFormatter)
        1    0.000    0.000    0.000    0.000 suite.py:92(TestSuite)
        1    0.000    0.000    0.000    0.000 suite.py:270(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 __init__.py:1148(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1143(Manager)
        1    0.000    0.000    0.000    0.000 threading.py:239(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:242(__exit__)
        1    0.000    0.000    0.000    0.000 case.py:1387(_SubTest)
        1    0.000    0.000    0.000    0.000 __init__.py:402(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 traceback.py:310(StackSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:426(TracebackException)
        1    0.000    0.000    0.000    0.000 tokenize.py:99(TokenInfo)
        2    0.000    0.000    0.000    0.000 tokenize.py:114(maybe)
        1    0.000    0.000    0.000    0.000 arrayprint.py:651(IntegerFormat)
        1    0.000    0.000    0.000    0.000 records.py:83(format_parser)
        1    0.000    0.000    0.000    0.000 memmap.py:20(memmap)
        1    0.000    0.000    0.000    0.000 machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 pickle.py:184(_Framer)
        1    0.000    0.000    0.000    0.000 parse.py:195(_NetlocResultMixinBytes)
        7    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        2    0.000    0.000    0.000    0.000 pathlib.py:48(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        3    0.000    0.000    0.000    0.000 datetime.py:40(_days_before_year)
        1    0.000    0.000    0.000    0.000 __init__.py:311(CDLL)
        1    0.000    0.000    0.000    0.000 _datasource.py:504(Repository)
        2    0.000    0.000    0.000    0.000 sre_parse.py:287(seek)
       16    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 {built-in method raise_}
        4    0.000    0.000    0.000    0.000 {built-in method height}
        1    0.000    0.000    0.000    0.000 formlayout.py:166(FontLayout)
        1    0.000    0.000    0.000    0.000 formlayout.py:344(FormComboWidget)
        1    0.000    0.000    0.000    0.000 formlayout.py:373(FormTabWidget)
        1    0.000    0.000    0.000    0.000 geo.py:306(InvertedAitoffTransform)
        1    0.000    0.000    0.000    0.000 geo.py:379(InvertedHammerTransform)
        1    0.000    0.000    0.000    0.000 geo.py:572(InvertedLambertTransform)
        1    0.000    0.000    0.000    0.000 scale.py:340(SymmetricalLogScale)
        1    0.000    0.000    0.000    0.000 scale.py:116(Log10Transform)
        1    0.000    0.000    0.000    0.000 trirefine.py:51(UniformTriRefiner)
        1    0.000    0.000    0.000    0.000 legend_handler.py:289(HandlerRegularPolyCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:569(__init__)
        1    0.000    0.000    0.000    0.000 legend.py:53(DraggableLegend)
        1    0.000    0.000    0.000    0.000 offsetbox.py:415(HPacker)
        1    0.000    0.000    0.000    0.000 tz.py:267(_ttinfo)
        1    0.000    0.000    0.000    0.000 _common.py:97(_tzinfo)
        1    0.000    0.000    0.000    0.000 dates.py:155(_UTC)
        1    0.000    0.000    0.000    0.000 dates.py:290(bytespdate2num)
        1    0.000    0.000    0.000    0.000 dates.py:705(rrulewrapper)
        1    0.000    0.000    0.000    0.000 rrule.py:63(weekday)
        1    0.000    0.000    0.000    0.000 rrule.py:300(rrule)
        1    0.000    0.000    0.000    0.000 rrule.py:1287(_genitem)
        1    0.000    0.000    0.000    0.000 _common.py:5(weekday)
        1    0.000    0.000    0.000    0.000 figure.py:1467(add_axobserver)
        1    0.000    0.000    0.000    0.000 image.py:954(PcolorImage)
        1    0.000    0.000    0.000    0.000 image.py:1087(FigureImage)
        1    0.000    0.000    0.000    0.000 blocking_input.py:299(BlockingContourLabeler)
        1    0.000    0.000    0.000    0.000 gridspec.py:191(GridSpec)
        1    0.000    0.000    0.000    0.000 gridspec.py:386(SubplotSpec)
        1    0.000    0.000    0.000    0.000 texmanager.py:161(<listcomp>)
        1    0.000    0.000    0.000    0.000 dviread.py:412(DviFont)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:38(get_fig_manager)
        1    0.000    0.000    0.000    0.000 mathtext.py:109(MathtextBackend)
        1    0.000    0.000    0.000    0.000 mathtext.py:163(MathtextBackendAgg)
        1    0.000    0.000    0.000    0.000 mathtext.py:1264(FontConstantsBase)
        1    0.000    0.000    0.000    0.000 mathtext.py:1375(Node)
        1    0.000    0.000    0.000    0.000 mathtext.py:1408(Box)
        1    0.000    0.000    0.000    0.000 mathtext.py:1727(Vlist)
        1    0.000    0.000    0.000    0.000 mathtext.py:1952(Kern)
        1    0.000    0.000    0.000    0.000 mathtext.py:2058(Ship)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1395(CloseEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3335(StatusbarBase)
        1    0.000    0.000    0.000    0.000 widgets.py:27(LockDraw)
        1    0.000    0.000    0.000    0.000 widgets.py:138(Button)
        1    0.000    0.000    0.000    0.000 widgets.py:772(SubplotTool)
        1    0.000    0.000    0.000    0.000 font_manager.py:978(TempCache)
        1    0.000    0.000    0.000    0.000 ticker.py:203(_DummyAxis)
        1    0.000    0.000    0.000    0.000 ticker.py:229(TickHelper)
        1    0.000    0.000    0.000    0.000 ticker.py:250(Formatter)
        1    0.000    0.000    0.000    0.000 mlab.py:3612(GaussianKDE)
        1    0.000    0.000    0.000    0.000 csv.py:131(DictWriter)
        1    0.000    0.000    0.000    0.000 lines.py:1503(VertexSelector)
        1    0.000    0.000    0.000    0.000 mlab.py:2968(FormatObj)
        2    0.000    0.000    0.000    0.000 mlab.py:2993(__init__)
        1    0.000    0.000    0.000    0.000 collections.py:1094(StarPolygonCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1101(AsteriskPolygonCollection)
        1    0.000    0.000    0.000    0.000 transforms.py:2672(TransformedPath)
        1    0.000    0.000    0.000    0.000 transforms.py:2193(BlendedAffine2D)
        1    0.000    0.000    0.000    0.000 response.py:14(addbase)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:495(AddressList)
        2    0.000    0.000    0.000    0.000 calendar.py:74(__init__)
        1    0.000    0.000    0.000    0.000 parser.py:17(Parser)
        1    0.000    0.000    0.000    0.000 errors.py:90(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 request.py:612(BaseHandler)
        1    0.000    0.000    0.000    0.000 request.py:652(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 request.py:794(ProxyHandler)
        1    0.000    0.000    0.000    0.000 request.py:1443(FileHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:5(<module>)
        1    0.000    0.000    0.000    0.000 colors.py:584(LinearSegmentedColormap)
        1    0.000    0.000    0.000    0.000 colors.py:1085(PowerNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1399(LightSource)
        1    0.000    0.000    0.000    0.000 colors.py:72(_ColorMapping)
        1    0.000    0.000    0.000    0.000 pyparsing.py:256(_ParseResultsWithOffset)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2209(White)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2265(GoToColumn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2571(Or)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2991(Optional)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3134(leaveWhitespace)
        1    0.000    0.000    0.000    0.000 cbook.py:1522(MemoryMonitor)
        1    0.000    0.000    0.000    0.000 cbook.py:261(converter)
        1    0.000    0.000    0.000    0.000 cbook.py:299(todate)
        1    0.000    0.000    0.000    0.000 cbook.py:441(CallbackRegistry)
        8    0.000    0.000    0.000    0.000 six.py:75(_add_doc)
        1    0.000    0.000    0.000    0.000 six.py:173(__init__)
        1    0.000    0.000    0.000    0.000 version.py:31(Version)
        1    0.000    0.000    0.000    0.000 core.py:7850(_convert2ma)
        1    0.000    0.000    0.000    0.000 numerical_integrators.py:24(<module>)
        3    0.000    0.000    0.000    0.000 core.py:805(__init__)
        1    0.000    0.000    0.000    0.000 core.py:971(_MaskedBinaryOperation)
        1    0.000    0.000    0.000    0.000 core.py:2574(MaskedIterator)
        1    0.000    0.000    0.000    0.000 core.py:6358(_frommethod)
        1    0.000    0.000    0.000    0.000 backend_bases.py:143(ShowBase)
        1    0.000    0.000    0.000    0.000 patches.py:1954(_Base)
        1    0.000    0.000    0.000    0.000 patches.py:2018(Square)
        1    0.000    0.000    0.000    0.000 patches.py:2048(Circle)
        1    0.000    0.000    0.000    0.000 patches.py:2297(Sawtooth)
        1    0.000    0.000    0.000    0.000 patches.py:2883(Angle)
        1    0.000    0.000    0.000    0.000 npyio.py:40(BagObj)
        1    0.000    0.000    0.000    0.000 index_tricks.py:87(nd_grid)
        1    0.000    0.000    0.000    0.000 index_tricks.py:223(AxisConcatenator)
        2    0.000    0.000    0.000    0.000 index_tricks.py:647(__init__)
        1    0.000    0.000    0.000    0.000 function_base.py:2364(vectorize)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 tempfile.py:459(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 utils.py:1638(WarningManager)
        1    0.000    0.000    0.000    0.000 utils.py:1906(clear_and_catch_warnings)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 argparse.py:1146(FileType)
        1    0.000    0.000    0.000    0.000 argparse.py:1527(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 runner.py:120(TextTestRunner)
        1    0.000    0.000    0.000    0.000 loader.py:23(_FailedTest)
        1    0.000    0.000    0.000    0.000 __init__.py:599(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:949(StreamHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1008(FileHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1077(_StderrHandler)
        1    0.000    0.000    0.000    0.000 threading.py:254(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:369(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:487(Event)
        1    0.000    0.000    0.000    0.000 pprint.py:72(_safe_key)
        1    0.000    0.000    0.000    0.000 case.py:180(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 case.py:217(_AssertWarnsContext)
        1    0.000    0.000    0.000    0.000 case.py:293(_AssertLogsContext)
        1    0.000    0.000    0.000    0.000 difflib.py:751(Differ)
        1    0.000    0.000    0.000    0.000 __init__.py:239(LogRecord)
        1    0.000    0.000    0.000    0.000 records.py:215(record)
        1    0.000    0.000    0.000    0.000 pickle.py:220(_Unframer)
        1    0.000    0.000    0.000    0.000 pathlib.py:44(_Flavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:577(_PathParents)
        1    0.000    0.000    0.000    0.000 parse.py:165(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:711(Quoter)
        3    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        5    0.000    0.000    0.000    0.000 _inspect.py:145(<lambda>)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.set_string_function}
        5    0.000    0.000    0.000    0.000 datetime.py:308(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 datetime.py:953(tzinfo)
        1    0.000    0.000    0.000    0.000 __init__.py:342(_FuncPtr)
        1    0.000    0.000    0.000    0.000 _datasource.py:74(__init__)
        1    0.000    0.000    0.000    0.000 _datasource.py:50(_FileOpeners)
        2    0.000    0.000    0.000    0.000 sre_parse.py:282(pos)
        1    0.000    0.000    0.000    0.000 __future__.py:78(_Feature)
        2    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       22    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
        1    0.000    0.000    0.000    0.000 formsubplottool.py:13(UiSubplotTool)
        1    0.000    0.000    0.000    0.000 {built-in method setIconSize}
        1    0.000    0.000    0.000    0.000 {built-in method setSpacing}
        1    0.000    0.000    0.000    0.000 {built-in method setHeight}
        1    0.000    0.000    0.000    0.000 backend_qt5.py:159(Show)
        1    0.000    0.000    0.000    0.000 __init__.py:10(ProjectionRegistry)
        1    0.000    0.000    0.000    0.000 geo.py:478(InvertedMollweideTransform)
        1    0.000    0.000    0.000    0.000 polar.py:187(RadialLocator)
        1    0.000    0.000    0.000    0.000 scale.py:275(SymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:426(LogitTransform)
        1    0.000    0.000    0.000    0.000 __init__.py:14(__init__)
        1    0.000    0.000    0.000    0.000 scale.py:18(ScaleBase)
        1    0.000    0.000    0.000    0.000 scale.py:59(LinearScale)
        1    0.000    0.000    0.000    0.000 scale.py:87(LogTransformBase)
        1    0.000    0.000    0.000    0.000 scale.py:106(InvertedLogTransformBase)
        1    0.000    0.000    0.000    0.000 scale.py:144(NaturalLogTransform)
        1    0.000    0.000    0.000    0.000 trifinder.py:11(TriFinder)
        1    0.000    0.000    0.000    0.000 trifinder.py:29(TrapezoidMapTriFinder)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:19(TriInterpolator)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1105(_DOF_estimator_geom)
        1    0.000    0.000    0.000    0.000 legend_handler.py:178(HandlerLine2D)
        1    0.000    0.000    0.000    0.000 legend_handler.py:216(HandlerPatch)
        1    0.000    0.000    0.000    0.000 legend_handler.py:389(HandlerErrorbar)
        1    0.000    0.000    0.000    0.000 streamplot.py:326(StreamMask)
        1    0.000    0.000    0.000    0.000 offsetbox.py:292(PackerBase)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1744(DraggableAnnotation)
        1    0.000    0.000    0.000    0.000 parser.py:210(_resultbase)
        1    0.000    0.000    0.000    0.000 tz.py:312(_tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:882(tzstr)
        1    0.000    0.000    0.000    0.000 tz.py:1082(tzical)
        1    0.000    0.000    0.000    0.000 tz.py:1450(_ContextWrapper)
        1    0.000    0.000    0.000    0.000 units.py:54(AxisInfo)
        1    0.000    0.000    0.000    0.000 units.py:117(Registry)
        1    0.000    0.000    0.000    0.000 dates.py:274(strpdate2num)
        1    0.000    0.000    0.000    0.000 dates.py:576(IndexDateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:1116(YearLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1205(WeekdayLocator)
        1    0.000    0.000    0.000    0.000 _subplots.py:182(_PicklableSubplotClassConstructor)
        1    0.000    0.000    0.000    0.000 figure.py:159(SubplotParams)
        1    0.000    0.000    0.000    0.000 blocking_input.py:352(BlockingKeyMouseInput)
        1    0.000    0.000    0.000    0.000 ImageMode.py:20(ModeDescriptor)
        1    0.000    0.000    0.000    0.000 _util.py:22(deferred_error)
        1    0.000    0.000    0.000    0.000 model.py:88(__init__)
        1    0.000    0.000    0.000    0.000 model.py:171(UnknownIntegerType)
        1    0.000    0.000    0.000    0.000 model.py:185(UnknownFloatType)
        1    0.000    0.000    0.000    0.000 model.py:217(RawFunctionType)
        1    0.000    0.000    0.000    0.000 model.py:286(ArrayType)
        1    0.000    0.000    0.000    0.000 model.py:317(StructOrUnionOrEnum)
        1    0.000    0.000    0.000    0.000 model.py:477(EnumType)
        1    0.000    0.000    0.000    0.000 backend_tools.py:262(ToolCursorPosition)
        1    0.000    0.000    0.000    0.000 backend_tools.py:300(RubberbandBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:602(ZoomPanBase)
        1    0.000    0.000    0.000    0.000 Image.py:452(_E)
        1    0.000    0.000    0.000    0.000 dviread.py:655(PsfontsMap)
        1    0.000    0.000    0.000    0.000 dviread.py:786(Encoding)
        1    0.000    0.000    0.000    0.000 widgets.py:2215(Lasso)
        1    0.000    0.000    0.000    0.000 mathtext.py:237(MathtextBackendBitmap)
        1    0.000    0.000    0.000    0.000 mathtext.py:243(MathtextBackendPs)
        1    0.000    0.000    0.000    0.000 mathtext.py:283(MathtextBackendPdf)
        1    0.000    0.000    0.000    0.000 mathtext.py:311(MathtextBackendSvg)
        1    0.000    0.000    0.000    0.000 mathtext.py:885(DejaVuFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:928(DejaVuSerifFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:943(DejaVuSansFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:1311(STIXFontConstants)
        1    0.000    0.000    0.000    0.000 mathtext.py:1526(Accent)
        1    0.000    0.000    0.000    0.000 mathtext.py:1555(List)
        1    0.000    0.000    0.000    0.000 mathtext.py:1616(Hlist)
        1    0.000    0.000    0.000    0.000 mathtext.py:1931(SsGlue)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1329(Event)
        1    0.000    0.000    0.000    0.000 widgets.py:96(AxesWidget)
        1    0.000    0.000    0.000    0.000 widgets.py:475(CheckButtons)
        1    0.000    0.000    0.000    0.000 widgets.py:624(RadioButtons)
        1    0.000    0.000    0.000    0.000 widgets.py:921(Cursor)
        1    0.000    0.000    0.000    0.000 widgets.py:1015(MultiCursor)
        1    0.000    0.000    0.000    0.000 widgets.py:1364(SpanSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:2128(LassoSelector)
        1    0.000    0.000    0.000    0.000 ticker.py:1345(IndexLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1374(FixedLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1440(LinearLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1521(Base)
        1    0.000    0.000    0.000    0.000 ticker.py:1562(MultipleLocator)
